r_0_ch_0 1.00000000e-02 4.06648134e-06
r_0_ch_0 1.10180361e-01 1.31624759e-03
r_0_ch_1 1.10180361e-01 2.62713650e-04
r_0_ch_2 1.10180361e-01 1.52299218e-02
r_0_ch_0 2.10360721e-01 1.61141807e-01
r_0_ch_1 2.10360721e-01 2.42952698e-02
r_0_ch_2 2.10360721e-01 4.56857641e-01
r_0_ch_0 3.10541082e-01 2.94576360e-02
r_0_ch_1 3.10541082e-01 5.38747225e-03
r_0_ch_2 3.10541082e-01 1.63995682e-01
r_0_ch_0 4.10721443e-01 3.03095777e-03
r_0_ch_1 4.10721443e-01 3.52510944e-04
r_0_ch_2 4.10721443e-01 3.33709232e-04
r_0_ch_0 5.10901804e-01 1.44585561e-03
r_0_ch_1 5.10901804e-01 1.16265168e-04
r_0_ch_2 5.10901804e-01 9.43640505e-05
r_0_ch_0 6.11082164e-01 9.32384253e-04
r_0_ch_1 6.11082164e-01 6.86769295e-05
r_0_ch_2 6.11082164e-01 1.01831332e-04
r_0_ch_0 7.11262525e-01 4.63359540e-04
r_0_ch_1 7.11262525e-01 9.78990884e-05
r_0_ch_2 7.11262525e-01 1.16172547e-04
r_0_ch_0 8.11442886e-01 1.59671430e-04
r_0_ch_1 8.11442886e-01 1.22756721e-04
r_0_ch_2 8.11442886e-01 1.22236732e-04
r_0_ch_0 9.11623246e-01 4.61875948e-03
r_0_ch_1 9.11623246e-01 7.79826654e-04
r_0_ch_2 9.11623246e-01 1.82106569e-04
r_0_ch_0 1.01180361e+00 6.42184696e-02
r_0_ch_1 1.01180361e+00 2.15712344e-03
r_0_ch_2 1.01180361e+00 1.67942852e-05
r_0_ch_0 1.11198397e+00 2.15348877e-02
r_0_ch_1 1.11198397e+00 3.24476452e-04
r_0_ch_2 1.11198397e+00 5.95655926e-05
r_0_ch_0 1.21216433e+00 2.51413680e-02
r_0_ch_1 1.21216433e+00 2.24117701e-04
r_0_ch_2 1.21216433e+00 7.16277958e-05
r_0_ch_0 1.31234469e+00 4.38433975e-02
r_0_ch_1 1.31234469e+00 2.26531836e-04
r_0_ch_2 1.31234469e+00 8.84715168e-05
r_0_ch_0 1.41252505e+00 1.00225467e-01
r_0_ch_1 1.41252505e+00 2.99401919e-04
r_0_ch_2 1.41252505e+00 1.08236593e-04
r_0_ch_0 1.51270541e+00 3.17955243e-01
r_0_ch_1 1.51270541e+00 5.47128685e-04
r_0_ch_2 1.51270541e+00 1.74142059e-04
r_0_ch_0 1.61288577e+00 8.78527213e-01
r_0_ch_1 1.61288577e+00 1.09101771e-03
r_0_ch_2 1.61288577e+00 3.00221366e-04
r_0_ch_0 1.71306613e+00 1.35859209e-02
r_0_ch_1 1.71306613e+00 8.11521424e-05
r_0_ch_2 1.71306613e+00 1.39763305e-04
r_0_ch_0 1.81324649e+00 1.68771815e-03
r_0_ch_1 1.81324649e+00 5.07978998e-03
r_0_ch_2 1.81324649e+00 3.82347226e-05
r_0_ch_0 1.91342685e+00 9.47821720e-01
r_0_ch_1 1.91342685e+00 1.01073170e-02
r_0_ch_2 1.91342685e+00 1.07920277e-04
r_0_ch_0 2.01360721e+00 4.01213318e-01
r_0_ch_1 2.01360721e+00 1.30790051e-03
r_0_ch_2 2.01360721e+00 2.74717745e-05
r_0_ch_0 2.11378758e+00 2.05202140e-01
r_0_ch_1 2.11378758e+00 2.82677151e-04
r_0_ch_2 2.11378758e+00 1.18576959e-05
r_0_ch_0 2.21396794e+00 1.25635706e-01
r_0_ch_1 2.21396794e+00 8.08603772e-05
r_0_ch_2 2.21396794e+00 7.76631391e-06
r_0_ch_0 2.31414830e+00 1.01444939e-01
r_0_ch_1 2.31414830e+00 2.96159069e-05
r_0_ch_2 2.31414830e+00 7.23775276e-06
r_0_ch_0 2.41432866e+00 1.48611376e-01
r_0_ch_1 2.41432866e+00 2.11659422e-05
r_0_ch_2 2.41432866e+00 9.21832641e-06
r_0_ch_0 2.51450902e+00 9.16036736e-01
r_0_ch_1 2.51450902e+00 1.17761523e-04
r_0_ch_2 2.51450902e+00 3.37026876e-05
r_0_ch_0 2.61468938e+00 1.69106343e-02
r_0_ch_1 2.61468938e+00 3.79914149e-06
r_0_ch_2 2.61468938e+00 5.67082955e-06
r_0_ch_0 2.71486974e+00 4.53114767e-04
r_0_ch_1 2.71486974e+00 5.91325997e-06
r_0_ch_2 2.71486974e+00 3.27500483e-06
r_0_ch_0 2.81505010e+00 1.44449854e-04
r_0_ch_1 2.81505010e+00 1.81403204e-06
r_0_ch_2 2.81505010e+00 6.06364391e-06
r_0_ch_0 2.91523046e+00 9.33372490e-02
r_0_ch_1 2.91523046e+00 1.64261072e-04
r_0_ch_2 2.91523046e+00 1.15154554e-05
r_0_ch_3 2.91523046e+00 1.25206494e-01
r_0_ch_4 2.91523046e+00 1.23415560e-01
r_0_ch_0 3.01541082e+00 7.66094791e-02
r_0_ch_1 3.01541082e+00 2.62138308e-04
r_0_ch_2 3.01541082e+00 3.59010334e-05
r_0_ch_3 3.01541082e+00 3.97402394e-01
r_0_ch_4 3.01541082e+00 3.85085004e-01
r_0_ch_0 3.11559118e+00 2.10600782e-02
r_0_ch_1 3.11559118e+00 3.16949147e-04
r_0_ch_2 3.11559118e+00 6.95195074e-05
r_0_ch_3 3.11559118e+00 4.42000444e-01
r_0_ch_4 3.11559118e+00 4.13448762e-01
r_0_ch_0 3.21577154e+00 1.18336758e-03
r_0_ch_1 3.21577154e+00 1.35250755e-04
r_0_ch_2 3.21577154e+00 2.45114931e-05
r_0_ch_3 3.21577154e+00 1.29518884e-01
r_0_ch_4 3.21577154e+00 1.17158992e-01
r_0_ch_0 3.31595190e+00 3.29170904e-03
r_0_ch_1 3.31595190e+00 1.61411449e-04
r_0_ch_2 3.31595190e+00 1.01409370e-05
r_0_ch_3 3.31595190e+00 9.19891925e-02
r_0_ch_4 3.31595190e+00 9.11789973e-02
r_0_ch_0 3.41613226e+00 4.86301787e-02
r_0_ch_1 3.41613226e+00 1.17327312e-03
r_0_ch_2 3.41613226e+00 3.48238050e-05
r_0_ch_3 3.41613226e+00 4.35534607e-01
r_0_ch_4 3.41613226e+00 4.37764495e-01
r_0_ch_0 3.51631263e+00 6.88762264e-03
r_0_ch_1 3.51631263e+00 2.39005405e-04
r_0_ch_2 3.51631263e+00 3.76193324e-05
r_0_ch_3 3.51631263e+00 3.56168213e-02
r_0_ch_4 3.51631263e+00 3.78322845e-02
r_0_ch_0 3.61649299e+00 1.14954281e-03
r_0_ch_1 3.61649299e+00 2.93871590e-05
r_0_ch_2 3.61649299e+00 1.59674206e-05
r_0_ch_3 3.61649299e+00 7.40423260e-03
r_0_ch_4 3.61649299e+00 7.51319835e-03
r_0_ch_0 3.71667335e+00 4.71269732e-04
r_0_ch_1 3.71667335e+00 1.50716834e-05
r_0_ch_2 3.71667335e+00 5.62126927e-06
r_0_ch_3 3.71667335e+00 1.12248274e-03
r_0_ch_4 3.71667335e+00 1.13646293e-03
r_0_ch_0 3.81685371e+00 2.58768275e-04
r_0_ch_1 3.81685371e+00 1.10425045e-05
r_0_ch_2 3.81685371e+00 4.62369882e-06
r_0_ch_3 3.81685371e+00 4.37959535e-04
r_0_ch_4 3.81685371e+00 4.41007946e-04
r_0_ch_0 3.91703407e+00 1.67217406e-04
r_0_ch_1 3.91703407e+00 9.55116593e-06
r_0_ch_2 3.91703407e+00 4.05379517e-06
r_0_ch_3 3.91703407e+00 2.14446555e-04
r_0_ch_4 3.91703407e+00 2.15277087e-04
r_0_ch_0 4.01721443e+00 1.19858373e-04
r_0_ch_1 4.01721443e+00 8.95525360e-06
r_0_ch_2 4.01721443e+00 3.65115200e-06
r_0_ch_3 4.01721443e+00 1.20021368e-04
r_0_ch_4 4.01721443e+00 1.20233634e-04
r_0_ch_0 4.11739479e+00 9.21916506e-05
r_0_ch_1 4.11739479e+00 8.74501748e-06
r_0_ch_2 4.11739479e+00 3.34535381e-06
r_0_ch_3 4.11739479e+00 7.34606511e-05
r_0_ch_4 4.11739479e+00 7.34726826e-05
r_0_ch_0 4.21757515e+00 7.45629002e-05
r_0_ch_1 4.21757515e+00 8.72399595e-06
r_0_ch_2 4.21757515e+00 3.10362779e-06
r_0_ch_3 4.21757515e+00 4.78625412e-05
r_0_ch_4 4.21757515e+00 4.78030584e-05
r_0_ch_0 4.31775551e+00 6.26037224e-05
r_0_ch_1 4.31775551e+00 8.80640426e-06
r_0_ch_2 4.31775551e+00 2.90590126e-06
r_0_ch_3 4.31775551e+00 3.26204931e-05
r_0_ch_4 4.31775551e+00 3.25270248e-05
r_0_ch_0 4.41793587e+00 5.41332789e-05
r_0_ch_1 4.41793587e+00 8.95239324e-06
r_0_ch_2 4.41793587e+00 2.73717356e-06
r_0_ch_3 4.41793587e+00 2.30022572e-05
r_0_ch_4 4.41793587e+00 2.28786020e-05
r_0_ch_0 4.51811623e+00 4.79656716e-05
r_0_ch_1 4.51811623e+00 9.14278387e-06
r_0_ch_2 4.51811623e+00 2.58468613e-06
r_0_ch_3 4.51811623e+00 1.66787691e-05
r_0_ch_4 4.51811623e+00 1.65176807e-05
r_0_ch_0 4.61829659e+00 4.33721359e-05
r_0_ch_1 4.61829659e+00 9.36755338e-06
r_0_ch_2 4.61829659e+00 2.43620826e-06
r_0_ch_3 4.61829659e+00 1.24046418e-05
r_0_ch_4 4.61829659e+00 1.21995678e-05
r_0_ch_0 4.71847695e+00 3.97512493e-05
r_0_ch_1 4.71847695e+00 9.62043192e-06
r_0_ch_2 4.71847695e+00 2.27634753e-06
r_0_ch_3 4.71847695e+00 9.47091617e-06
r_0_ch_4 4.71847695e+00 9.22191700e-06
r_0_ch_0 4.81865731e+00 3.61170950e-05
r_0_ch_1 4.81865731e+00 9.89729819e-06
r_0_ch_2 4.81865731e+00 2.07211884e-06
r_0_ch_3 4.81865731e+00 7.46982657e-06
r_0_ch_4 4.81865731e+00 7.18723866e-06
r_0_ch_0 4.91883768e+00 2.85522400e-05
r_0_ch_1 4.91883768e+00 1.01981744e-05
r_0_ch_2 4.91883768e+00 1.68428290e-06
r_0_ch_3 4.91883768e+00 6.21167237e-06
r_0_ch_4 4.91883768e+00 5.93589579e-06
r_0_ch_1 5.01901804e+00 1.04687755e-05
r_0_ch_2 5.01901804e+00 2.82788105e-07
r_0_ch_3 5.01901804e+00 5.79680448e-06
r_0_ch_4 5.01901804e+00 5.73764317e-06
r_0_ch_1 5.11919840e+00 1.06851656e-05
r_0_ch_2 5.11919840e+00 3.35123520e-07
r_0_ch_3 5.11919840e+00 2.34373214e-05
r_0_ch_4 5.11919840e+00 2.28300464e-05
r_0_ch_1 5.21937876e+00 1.36005749e-05
r_0_ch_2 5.21937876e+00 6.26179509e-07
r_0_ch_3 5.21937876e+00 1.74161213e-06
r_0_ch_4 5.21937876e+00 1.79665971e-06
r_0_ch_1 5.31955912e+00 1.16442264e-05
r_0_ch_2 5.31955912e+00 4.35732131e-07
r_0_ch_3 5.31955912e+00 1.36749458e-06
r_0_ch_4 5.31955912e+00 1.37576172e-06
r_0_ch_1 5.41973948e+00 1.17405009e-05
r_0_ch_2 5.41973948e+00 1.18827753e-06
r_0_ch_5 5.41973948e+00 9.72802708e-06
r_0_ch_3 5.41973948e+00 1.74374019e-06
r_0_ch_4 5.41973948e+00 1.75156384e-06
r_0_ch_1 5.51991984e+00 1.19335271e-05
r_0_ch_2 5.51991984e+00 1.24824283e-06
r_0_ch_5 5.51991984e+00 1.35782207e-05
r_0_ch_3 5.51991984e+00 1.45995526e-06
r_0_ch_4 5.51991984e+00 1.43211973e-06
r_0_ch_1 5.62010020e+00 1.21366007e-05
r_0_ch_2 5.62010020e+00 1.22029473e-06
r_0_ch_5 5.62010020e+00 1.52278880e-05
r_0_ch_3 5.62010020e+00 1.22608181e-06
r_0_ch_4 5.62010020e+00 1.18448492e-06
r_0_ch_1 5.72028056e+00 1.23301945e-05
r_0_ch_2 5.72028056e+00 1.16542156e-06
r_0_ch_5 5.72028056e+00 1.60453547e-05
r_0_ch_3 5.72028056e+00 1.04305117e-06
r_0_ch_4 5.72028056e+00 9.97877467e-07
r_0_ch_1 5.82046092e+00 1.25068848e-05
r_0_ch_2 5.82046092e+00 1.10134415e-06
r_0_ch_5 5.82046092e+00 1.64146333e-05
r_0_ch_3 5.82046092e+00 8.99204625e-07
r_0_ch_4 5.82046092e+00 8.55453641e-07
r_0_ch_1 5.92064128e+00 1.26633432e-05
r_0_ch_2 5.92064128e+00 1.03494322e-06
r_0_ch_5 5.92064128e+00 1.65070067e-05
r_0_ch_3 5.92064128e+00 7.85437780e-07
r_0_ch_4 5.92064128e+00 7.45521408e-07
r_0_ch_1 6.02082164e+00 1.27982506e-05
r_0_ch_2 6.02082164e+00 9.69337740e-07
r_0_ch_5 6.02082164e+00 1.64132496e-05
r_0_ch_3 6.02082164e+00 6.95053085e-07
r_0_ch_4 6.02082164e+00 6.60013432e-07
r_0_ch_1 6.12100200e+00 1.29119198e-05
r_0_ch_2 6.12100200e+00 9.06084709e-07
r_0_ch_5 6.12100200e+00 1.61872893e-05
r_0_ch_3 6.12100200e+00 6.23059564e-07
r_0_ch_4 6.12100200e+00 5.93186423e-07
r_0_ch_1 6.22118236e+00 1.30070324e-05
r_0_ch_2 6.22118236e+00 8.46040598e-07
r_0_ch_5 6.22118236e+00 1.58648517e-05
r_0_ch_3 6.22118236e+00 5.65688518e-07
r_0_ch_4 6.22118236e+00 5.40844135e-07
r_0_ch_1 6.32136273e+00 1.30918390e-05
r_0_ch_2 6.32136273e+00 7.89830816e-07
r_0_ch_5 6.32136273e+00 1.54734951e-05
r_0_ch_3 6.32136273e+00 5.20092593e-07
r_0_ch_4 6.32136273e+00 4.99866377e-07
r_0_ch_1 6.42154309e+00 1.31947437e-05
r_0_ch_2 6.42154309e+00 7.38528489e-07
r_0_ch_5 6.42154309e+00 1.50433584e-05
r_0_ch_3 6.42154309e+00 4.84287944e-07
r_0_ch_4 6.42154309e+00 4.67970952e-07
r_0_ch_1 6.52172345e+00 1.34920455e-05
r_0_ch_2 6.52172345e+00 6.98618944e-07
r_0_ch_5 6.52172345e+00 1.46655039e-05
r_0_ch_3 6.52172345e+00 4.61256385e-07
r_0_ch_4 6.52172345e+00 4.46927482e-07
r_0_ch_1 6.62190381e+00 1.09959592e-05
r_0_ch_2 6.62190381e+00 6.00552712e-07
r_0_ch_5 6.62190381e+00 1.30431015e-05
r_0_ch_3 6.62190381e+00 7.25923772e-07
r_0_ch_4 6.62190381e+00 7.34277929e-07
r_0_ch_1 6.72208417e+00 1.24917777e-05
r_0_ch_2 6.72208417e+00 5.76178787e-07
r_0_ch_5 6.72208417e+00 1.31501851e-05
r_0_ch_3 6.72208417e+00 4.48881024e-07
r_0_ch_4 6.72208417e+00 4.47554933e-07
r_0_ch_1 6.82226453e+00 1.25606857e-05
r_0_ch_2 6.82226453e+00 5.33815013e-07
r_0_ch_5 6.82226453e+00 1.26202110e-05
r_0_ch_3 6.82226453e+00 4.08572920e-07
r_0_ch_4 6.82226453e+00 4.08181794e-07
r_0_ch_1 6.92244489e+00 1.24713276e-05
r_0_ch_2 6.92244489e+00 5.39897567e-07
r_0_ch_5 6.92244489e+00 1.19826603e-05
r_0_ch_3 6.92244489e+00 2.28304822e-07
r_0_ch_4 6.92244489e+00 2.28269864e-07
r_0_ch_1 7.02262525e+00 1.23726314e-05
r_0_ch_2 7.02262525e+00 3.92834579e-07
r_0_ch_5 7.02262525e+00 1.09075970e-05
r_0_ch_1 7.12280561e+00 1.22196530e-05
r_0_ch_2 7.12280561e+00 3.89796085e-07
r_0_ch_5 7.12280561e+00 1.07632872e-05
r_0_ch_1 7.22298597e+00 1.20476311e-05
r_0_ch_2 7.22298597e+00 4.28725605e-07
r_0_ch_5 7.22298597e+00 1.04654915e-05
r_0_ch_6 7.22298597e+00 2.96711425e-06
r_0_ch_7 7.22298597e+00 2.97900784e-06
r_0_ch_1 7.32316633e+00 1.18668088e-05
r_0_ch_2 7.32316633e+00 4.12038422e-07
r_0_ch_5 7.32316633e+00 1.05765174e-05
r_0_ch_6 7.32316633e+00 1.45772254e-05
r_0_ch_7 7.32316633e+00 1.45901660e-05
